id,operatorId,code,name,description,timeZone
1042,24,russia-tele2-tele2_buryatiya-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
1043,24,russia-tele2-tele2_chita-zabaikalskii_krai,Забайкальский край,Забайкальский край,Asia/Yakutsk
1044,24,russia-tele2-tele2_kalmykiya-respublika_kalmykiya,Республика Калмыкия,Республика Калмыкия,Europe/Moscow
1045,24,russia-tele2-tele2_stavropol-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
1202,408,russia-sprint-sprint-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1203,24,russia-tele2-tele2_ivanovo-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1204,408,russia-sprint-sprint-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1205,24,russia-tele2-tele2_krasnoyarsk_cdma-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1206,602,russia-sbertelecom-sbertelecom-moskva,Москва,Москва,Europe/Moscow
1207,602,russia-sbertelecom-sbertelecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1208,250,russia-mtt-mtt-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1209,250,russia-mtt-mtt-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1210,250,russia-mtt-mtt-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1211,250,russia-mtt-mtt-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1212,259,russia-rostelecom-rostelecom_usi-chelyabinskaya_oblast_abc,Челябинская область,Челябинская область ABC-префиксы УСИ (7351),Asia/Yekaterinburg
1213,22,russia-megafon-megafon_volga-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1214,25,russia-mts-mts-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1215,21,russia-beeline-beeline-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1216,24,russia-tele2-tele2_saratov-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1217,251,russia-yota-yota-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1218,26,russia-smarts-smarts-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1219,257,russia-vtell-vtell-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1220,259,russia-rostelecom-rostelecom-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1221,603,russia-transtelecom-transtelecom-moskva,Москва,Москва,Europe/Moscow
1222,603,russia-transtelecom-transtelecom-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
1223,603,russia-transtelecom-transtelecom-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
1224,603,russia-transtelecom-transtelecom-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
1225,603,russia-transtelecom-transtelecom-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1226,603,russia-transtelecom-transtelecom-zabaikalskii_krai,Забайкальский край,Забайкальский край,Asia/Yakutsk
1227,603,russia-transtelecom-transtelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1228,603,russia-transtelecom-transtelecom-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1229,603,russia-transtelecom-transtelecom-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1230,603,russia-transtelecom-transtelecom-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
1231,603,russia-transtelecom-transtelecom-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
1232,603,russia-transtelecom-transtelecom-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
1233,603,russia-transtelecom-transtelecom-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
1234,603,russia-transtelecom-transtelecom-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
1235,603,russia-transtelecom-transtelecom-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
1236,603,russia-transtelecom-transtelecom-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
1237,603,russia-transtelecom-transtelecom-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
1238,603,russia-transtelecom-transtelecom-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
1239,603,russia-transtelecom-transtelecom-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
1240,603,russia-transtelecom-transtelecom-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
1241,603,russia-transtelecom-transtelecom-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
1242,603,russia-transtelecom-transtelecom-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
1243,603,russia-transtelecom-transtelecom-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
1244,603,russia-transtelecom-transtelecom-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
1245,603,russia-transtelecom-transtelecom-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
1246,603,russia-transtelecom-transtelecom-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
1247,603,russia-transtelecom-transtelecom-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1248,603,russia-transtelecom-transtelecom-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1249,603,russia-transtelecom-transtelecom-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1250,603,russia-transtelecom-transtelecom-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1251,603,russia-transtelecom-transtelecom-astrahanskaya_oblast,Астраханская область,Астраханская область,Europe/Moscow
1252,603,russia-transtelecom-transtelecom-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1253,603,russia-transtelecom-transtelecom-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1254,603,russia-transtelecom-transtelecom-amurskaya_oblast,Амурская область,Амурская область,Asia/Yakutsk
1255,603,russia-transtelecom-transtelecom-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1256,603,russia-transtelecom-transtelecom-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
1257,603,russia-transtelecom-transtelecom-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
1258,603,russia-transtelecom-transtelecom-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1350,605,russia-tinkoffmobile-tinkoffmobile-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
1351,605,russia-tinkoffmobile-tinkoffmobile-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
1352,605,russia-tinkoffmobile-tinkoffmobile-respublika_kareliya,Республика Карелия,Республика Карелия,Europe/Moscow
1353,605,russia-tinkoffmobile-tinkoffmobile-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1354,605,russia-tinkoffmobile-tinkoffmobile-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
1355,605,russia-tinkoffmobile-tinkoffmobile-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1356,605,russia-tinkoffmobile-tinkoffmobile-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
1357,605,russia-tinkoffmobile-tinkoffmobile-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
1358,605,russia-tinkoffmobile-tinkoffmobile-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
1359,605,russia-tinkoffmobile-tinkoffmobile-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
1360,605,russia-tinkoffmobile-tinkoffmobile-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1361,605,russia-tinkoffmobile-tinkoffmobile-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
1362,605,russia-tinkoffmobile-tinkoffmobile-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
1363,605,russia-tinkoffmobile-tinkoffmobile-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
1364,605,russia-tinkoffmobile-tinkoffmobile-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
1365,605,russia-tinkoffmobile-tinkoffmobile-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1366,605,russia-tinkoffmobile-tinkoffmobile-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
1367,605,russia-tinkoffmobile-tinkoffmobile-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
1368,605,russia-tinkoffmobile-tinkoffmobile-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
1369,605,russia-tinkoffmobile-tinkoffmobile-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
1370,605,russia-tinkoffmobile-tinkoffmobile-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1371,605,russia-tinkoffmobile-tinkoffmobile-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1372,604,russia-danycom-danycom-arhangelskaya_oblast,Архангельская область,Архангельская область,Europe/Moscow
1373,604,russia-danycom-danycom-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
1374,604,russia-danycom-danycom-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1375,604,russia-danycom-danycom-respublika_kareliya,Республика Карелия,Республика Карелия,Europe/Moscow
1376,604,russia-danycom-danycom-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
1377,604,russia-danycom-danycom-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
1378,604,russia-danycom-danycom-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
1379,604,russia-danycom-danycom-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1380,604,russia-danycom-danycom-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1381,604,russia-danycom-danycom-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1382,604,russia-danycom-danycom-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
1383,604,russia-danycom-danycom-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
1384,604,russia-danycom-danycom-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
1385,604,russia-danycom-danycom-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1386,604,russia-danycom-danycom-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
1387,604,russia-danycom-danycom-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
1388,604,russia-danycom-danycom-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
1389,604,russia-danycom-danycom-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
1390,604,russia-danycom-danycom-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
1391,604,russia-danycom-danycom-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1392,604,russia-danycom-danycom-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1393,604,russia-danycom-danycom-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1394,604,russia-danycom-danycom-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1395,604,russia-danycom-danycom-omskaya_oblast,Омская область,Омская область,Asia/Omsk
1631,602,russia-sbertelecom-sbertelecom-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
1632,602,russia-sbertelecom-sbertelecom-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
1633,602,russia-sbertelecom-sbertelecom-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
1634,602,russia-sbertelecom-sbertelecom-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
1635,602,russia-sbertelecom-sbertelecom-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1636,602,russia-sbertelecom-sbertelecom-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1637,259,russia-rostelecom-rostelecom-respublika_altai,Республика Алтай,Республика Алтай,Asia/Krasnoyarsk
1638,604,russia-danycom-danycom-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
1641,259,russia-rostelecom-rostelecom_tyumrc-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
1642,250,russia-mtt-mtt_mttinvest-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1643,629,russia-vtbmobile-vtbmobile-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1644,629,russia-vtbmobile-vtbmobile-omskaya_oblast,Омская область,Омская область,Asia/Omsk
1645,629,russia-vtbmobile-vtbmobile-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1646,629,russia-vtbmobile-vtbmobile-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
1647,629,russia-vtbmobile-vtbmobile-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1648,629,russia-vtbmobile-vtbmobile-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1649,629,russia-vtbmobile-vtbmobile-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
1650,629,russia-vtbmobile-vtbmobile-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
1651,629,russia-vtbmobile-vtbmobile-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
1652,629,russia-vtbmobile-vtbmobile-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1653,403,russia-ktelecom-ktelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1654,407,russia-ktktelecom-ktktelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1655,405,russia-crimeatelecom-crimeatelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1656,406,russia-sevtelecom-sevtelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1658,636,russia-astran-astran-moskva,Москва,Москва,Europe/Moscow
1659,636,russia-astran-astran-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1660,629,russia-vtbmobile-vtbmobile-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1661,629,russia-vtbmobile-vtbmobile-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1662,629,russia-vtbmobile-vtbmobile-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1663,629,russia-vtbmobile-vtbmobile-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1664,621,russia-skynetworks-skynetworks-moskva,Москва,Москва,Europe/Moscow
1665,637,russia-voentelecom-voentelecom-moskva,Москва,Москва,Europe/Moscow
1666,238,russia-skylink-skylink_kurgan-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
1667,638,russia-arktik_region-arktik_region-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
1668,22,russia-megafon-megafon-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1669,238,russia-skylink-skylink_birobidjan-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
1671,621,russia-skynetworks-skynetworks-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
1672,621,russia-skynetworks-skynetworks-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
1673,608,russia-mcntelecom-mcntelecom-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1674,608,russia-mcntelecom-mcntelecom-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
1675,608,russia-mcntelecom-mcntelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1676,608,russia-mcntelecom-mcntelecom-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1677,608,russia-mcntelecom-mcntelecom-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1678,608,russia-mcntelecom-mcntelecom-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1679,608,russia-mcntelecom-mcntelecom-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1680,608,russia-mcntelecom-mcntelecom-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1681,608,russia-mcntelecom-mcntelecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1682,608,russia-mcntelecom-mcntelecom-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1683,637,russia-voentelecom-voentelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1684,637,russia-voentelecom-voentelecom-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1685,637,russia-voentelecom-voentelecom-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1686,637,russia-voentelecom-voentelecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1687,608,russia-mcntelecom-mcntelecom-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1688,608,russia-mcntelecom-mcntelecom-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
1689,608,russia-mcntelecom-mcntelecom-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1690,608,russia-mcntelecom-mcntelecom-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1691,608,russia-mcntelecom-mcntelecom-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
1692,608,russia-mcntelecom-mcntelecom-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
1693,608,russia-mcntelecom-mcntelecom-omskaya_oblast,Омская область,Омская область,Asia/Omsk
1694,608,russia-mcntelecom-mcntelecom-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1695,608,russia-mcntelecom-mcntelecom-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1696,608,russia-mcntelecom-mcntelecom-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Moscow
1697,608,russia-mcntelecom-mcntelecom-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1698,608,russia-mcntelecom-mcntelecom-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1699,608,russia-mcntelecom-mcntelecom-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
1700,608,russia-mcntelecom-mcntelecom-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1701,608,russia-mcntelecom-mcntelecom-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
1802,608,russia-mcntelecom-mcntelecom-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
1803,608,russia-mcntelecom-mcntelecom-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
1804,608,russia-mcntelecom-mcntelecom-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
1805,802,russia-gpbmobile-gpbmobile-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1806,802,russia-gpbmobile-gpbmobile-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
1807,802,russia-gpbmobile-gpbmobile-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1808,802,russia-gpbmobile-gpbmobile-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
1809,802,russia-gpbmobile-gpbmobile-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1810,802,russia-gpbmobile-gpbmobile-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1811,802,russia-gpbmobile-gpbmobile-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1812,802,russia-gpbmobile-gpbmobile-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1813,802,russia-gpbmobile-gpbmobile-omskaya_oblast,Омская область,Омская область,Asia/Omsk
1814,802,russia-gpbmobile-gpbmobile-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
1815,802,russia-gpbmobile-gpbmobile-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1816,802,russia-gpbmobile-gpbmobile-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1817,802,russia-gpbmobile-gpbmobile-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
1818,802,russia-gpbmobile-gpbmobile-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Moscow
1819,802,russia-gpbmobile-gpbmobile-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1820,802,russia-gpbmobile-gpbmobile-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1821,802,russia-gpbmobile-gpbmobile-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1822,802,russia-gpbmobile-gpbmobile-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1823,802,russia-gpbmobile-gpbmobile-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1824,802,russia-gpbmobile-gpbmobile-moskva,Москва,Москва,Europe/Moscow
1825,802,russia-gpbmobile-gpbmobile-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1528,626,russia-sonet-sonet-moskva,Москва,Москва,Europe/Moscow
1529,626,russia-sonet-sonet-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1530,626,russia-sonet-sonet-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1531,602,russia-sbertelecom-sbertelecom-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1532,602,russia-sbertelecom-sbertelecom-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1533,602,russia-sbertelecom-sbertelecom-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1534,602,russia-sbertelecom-sbertelecom-omskaya_oblast,Омская область,Омская область,Asia/Omsk
1535,602,russia-sbertelecom-sbertelecom-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1536,602,russia-sbertelecom-sbertelecom-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1537,602,russia-sbertelecom-sbertelecom-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1538,602,russia-sbertelecom-sbertelecom-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1539,602,russia-sbertelecom-sbertelecom-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
1540,614,russia-nss-nss-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
1541,614,russia-nss-nss-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1542,614,russia-nss-nss-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
1543,614,russia-nss-nss-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1544,614,russia-nss-nss-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
1545,614,russia-nss-nss-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1546,627,russia-bwc-bwc-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
1547,627,russia-bwc-bwc-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1548,627,russia-bwc-bwc_cdma-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1549,614,russia-nss-nss_orenburggsm-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1550,408,russia-sprint-sprint-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
1551,408,russia-sprint-sprint-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1552,628,russia-tvetelecom-tvetelecom-moskva,Москва,Москва,Europe/Moscow
1553,628,russia-tvetelecom-tvetelecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1554,629,russia-vtbmobile-vtbmobile-moskva,Москва,Москва,Europe/Moscow
1555,629,russia-vtbmobile-vtbmobile-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1556,630,russia-lycamobile-lycamobile-moskva,Москва,Москва,Europe/Moscow
1557,630,russia-lycamobile-lycamobile-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1558,631,russia-miatel-miatel-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1559,631,russia-miatel-miatel-moskva,Москва,Москва,Europe/Moscow
1560,602,russia-sbertelecom-sbertelecom-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
1561,602,russia-sbertelecom-sbertelecom-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1562,632,russia-gaspromtelecom-gaspromtelecom-moskva,Москва,Москва,Europe/Moscow
1563,632,russia-gaspromtelecom-gaspromtelecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1564,632,russia-gaspromtelecom-gaspromtelecom-astrahanskaya_oblast,Астраханская область,Астраханская область,Europe/Moscow
1565,632,russia-gaspromtelecom-gaspromtelecom-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1566,632,russia-gaspromtelecom-gaspromtelecom-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1567,632,russia-gaspromtelecom-gaspromtelecom-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1568,632,russia-gaspromtelecom-gaspromtelecom-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
1569,632,russia-gaspromtelecom-gaspromtelecom-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
1570,632,russia-gaspromtelecom-gaspromtelecom-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
1571,632,russia-gaspromtelecom-gaspromtelecom-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
1572,632,russia-gaspromtelecom-gaspromtelecom-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1573,632,russia-gaspromtelecom-gaspromtelecom-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1574,632,russia-gaspromtelecom-gaspromtelecom-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1575,632,russia-gaspromtelecom-gaspromtelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1576,632,russia-gaspromtelecom-gaspromtelecom-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1577,632,russia-gaspromtelecom-gaspromtelecom-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
